creator,title,link,pubDate,author,content:encoded,content:encodedSnippet,enclosure.url,enclosure.length,enclosure.type,content,contentSnippet,guid,isoDate,itunes.author,itunes.summary,itunes.explicit,itunes.duration,itunes.episode,itunes.keywords,itunes.episodeType,itunes.image
Bronson Walker,How Much Power Does Our World Run On? | <3 #62 GEMINI,https://share.transistor.fm/s/bd4351cb,"Thu, 06 Feb 2025 05:00:00 -0500",Bronson Walker,"
        <p>How many athletes on bikes could power a locomotive &amp; other fun. Pushed Gemini pretty hard on this one. </p>
      ",How many athletes on bikes could power a locomotive & other fun. Pushed Gemini pretty hard on this one.,https://media.transistor.fm/bd4351cb/84b3b742.mp3,47727537,audio/mpeg,"
        <p>How many athletes on bikes could power a locomotive &amp; other fun. Pushed Gemini pretty hard on this one. </p>
      ",How many athletes on bikes could power a locomotive & other fun. Pushed Gemini pretty hard on this one.,5ae5713d-e3f4-4d11-a3ae-d7770eb0602b,2025-02-06T10:00:00.000Z,Bronson Walker,"
        <p>How many athletes on bikes could power a locomotive &amp; other fun. Pushed Gemini pretty hard on this one. </p>
      ",No,2978,62,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,How Water Bears Survive in the Vacuum of Space | <3 #61 GPT & Gemini,https://share.transistor.fm/s/fd29d467,"Tue, 04 Feb 2025 05:00:00 -0500",Bronson Walker,"
        <p>We explore the things that live in a vacuum, hot, cold, acid &amp; super salty and learn why Gemini is partial to the formidable ""water bear"" aka ""moss piglet""</p>
      ","We explore the things that live in a vacuum, hot, cold, acid & super salty and learn why Gemini is partial to the formidable ""water bear"" aka ""moss piglet""",https://media.transistor.fm/fd29d467/78836095.mp3,35379784,audio/mpeg,"
        <p>We explore the things that live in a vacuum, hot, cold, acid &amp; super salty and learn why Gemini is partial to the formidable ""water bear"" aka ""moss piglet""</p>
      ","We explore the things that live in a vacuum, hot, cold, acid & super salty and learn why Gemini is partial to the formidable ""water bear"" aka ""moss piglet""",1351929e-005b-4d7b-8d0f-2ee83d7df15e,2025-02-04T10:00:00.000Z,Bronson Walker,"
        <p>We explore the things that live in a vacuum, hot, cold, acid &amp; super salty and learn why Gemini is partial to the formidable ""water bear"" aka ""moss piglet""</p>
      ",No,2207,61,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,The Science Behind Exploding Pagers | <3 #60 Gemini,https://share.transistor.fm/s/d4e48be0,"Tue, 04 Feb 2025 05:00:00 -0500",Bronson Walker,"
        <p>Examining the Hezbolla pager incident from a scientific and technological centered perspective. </p>
      ",Examining the Hezbolla pager incident from a scientific and technological centered perspective.,https://media.transistor.fm/d4e48be0/ea7efb6c.mp3,43466441,audio/mpeg,"
        <p>Examining the Hezbolla pager incident from a scientific and technological centered perspective. </p>
      ",Examining the Hezbolla pager incident from a scientific and technological centered perspective.,e87830d3-23fd-4693-98fa-ad781e327ea6,2025-02-04T10:00:00.000Z,Bronson Walker,"
        <p>Examining the Hezbolla pager incident from a scientific and technological centered perspective. </p>
      ",No,2712,60,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Ants Rule Everything Around Me | <3 #59 Gemini,https://share.transistor.fm/s/c44bd2d8,"Sat, 01 Feb 2025 05:00:00 -0500",Bronson Walker,"
        <p>We start with logistics of how ants could potentially become the dominant species on Earth and go from there. </p>
      ",We start with logistics of how ants could potentially become the dominant species on Earth and go from there.,https://media.transistor.fm/c44bd2d8/289ca2e0.mp3,62593084,audio/mpeg,"
        <p>We start with logistics of how ants could potentially become the dominant species on Earth and go from there. </p>
      ",We start with logistics of how ants could potentially become the dominant species on Earth and go from there.,de8d2730-28cb-4267-82d5-751f2c8e830a,2025-02-01T10:00:00.000Z,Bronson Walker,"
        <p>We start with logistics of how ants could potentially become the dominant species on Earth and go from there. </p>
      ",No,3907,59,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,A Secret Dream Journal & a Psychedelic Viking | <3 #58 CHATGPT,https://share.transistor.fm/s/bd6059b3,"Thu, 30 Jan 2025 07:00:00 -0500",Bronson Walker,"
        <p>In this session we explore the capabilities of GPT's creative side. </p>
      ",In this session we explore the capabilities of GPT's creative side.,https://media.transistor.fm/bd6059b3/5f307ec2.mp3,43773234,audio/mpeg,"
        <p>In this session we explore the capabilities of GPT's creative side. </p>
      ",In this session we explore the capabilities of GPT's creative side.,30b82930-1174-4c05-8210-4f34f5447614,2025-01-30T12:00:00.000Z,Bronson Walker,"
        <p>In this session we explore the capabilities of GPT's creative side. </p>
      ",No,2731,58,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"Some Struggles Getting to Know GPT | <3 #57 CHATGPT, GEMINI",https://share.transistor.fm/s/c2cdde0a,"Thu, 30 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>Explains its deep learning architecture well but stumbles in the creative realm. </p>
      ",Explains its deep learning architecture well but stumbles in the creative realm.,https://media.transistor.fm/c2cdde0a/15c4a027.mp3,29764911,audio/mpeg,"
        <p>Explains its deep learning architecture well but stumbles in the creative realm. </p>
      ",Explains its deep learning architecture well but stumbles in the creative realm.,aa7693b3-63b4-43a9-9802-76bee8ce5c88,2025-01-30T11:00:00.000Z,Bronson Walker,"
        <p>Explains its deep learning architecture well but stumbles in the creative realm. </p>
      ",No,1856,57,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"Tariffs, Trade Wars & The US Before Federal Income Tax | <3 #56 CHATGPT",https://share.transistor.fm/s/11266c22,"Thu, 30 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>History of US Tariff usage</p>
      ",History of US Tariff usage,https://media.transistor.fm/11266c22/62e77bf6.mp3,30855796,audio/mpeg,"
        <p>History of US Tariff usage</p>
      ",History of US Tariff usage,e0da19ee-00ab-423b-a938-48cfee1b182d,2025-01-30T10:00:00.000Z,Bronson Walker,"
        <p>History of US Tariff usage</p>
      ",No,1924,56,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"The Twitter Files, Community Notes & Mantis Shrimp Eyes | <3 #55 CHATGPT ",https://share.transistor.fm/s/656a8255,"Mon, 27 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>What does ""The Twitter Files"" refer to? How community notes works on X. And some random stuff at the end. </p>
      ","What does ""The Twitter Files"" refer to? How community notes works on X. And some random stuff at the end.",https://media.transistor.fm/656a8255/0382dd16.mp3,34739475,audio/mpeg,"
        <p>What does ""The Twitter Files"" refer to? How community notes works on X. And some random stuff at the end. </p>
      ","What does ""The Twitter Files"" refer to? How community notes works on X. And some random stuff at the end.",8b44d849-dc64-49a6-bc7b-29091382d3a4,2025-01-27T10:00:00.000Z,Bronson Walker,"
        <p>What does ""The Twitter Files"" refer to? How community notes works on X. And some random stuff at the end. </p>
      ",No,2167,55,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"AI Anomaly Detection, Blockchain Timestamps & The Erosion of What We See | <3 #54 CHATGPT",https://share.transistor.fm/s/3de9271e,"Sun, 26 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>GPT and I cover AI, digital video &amp; as Chat calls it, ""the erosion of what we see"" and what options are for verifying trusted sources</p>
      ","GPT and I cover AI, digital video & as Chat calls it, ""the erosion of what we see"" and what options are for verifying trusted sources",https://media.transistor.fm/3de9271e/747a5fd0.mp3,16198822,audio/mpeg,"
        <p>GPT and I cover AI, digital video &amp; as Chat calls it, ""the erosion of what we see"" and what options are for verifying trusted sources</p>
      ","GPT and I cover AI, digital video & as Chat calls it, ""the erosion of what we see"" and what options are for verifying trusted sources",10ad771f-5a6a-4ee3-ba55-cdd3802f5f4d,2025-01-26T11:00:00.000Z,Bronson Walker,"
        <p>GPT and I cover AI, digital video &amp; as Chat calls it, ""the erosion of what we see"" and what options are for verifying trusted sources</p>
      ",No,1008,54,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,The Lump of Labor Fallacy & How Innovation Opens New Opportunities | <3 #53 CHATGPT,https://share.transistor.fm/s/896d3443,"Sun, 26 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>Heard about this the other day and wanted to learn more about the economics of it. </p>
      ",Heard about this the other day and wanted to learn more about the economics of it.,https://media.transistor.fm/896d3443/cc80e365.mp3,20488749,audio/mpeg,"
        <p>Heard about this the other day and wanted to learn more about the economics of it. </p>
      ",Heard about this the other day and wanted to learn more about the economics of it.,248c6441-ab27-4026-a3d2-fed90d50aa7a,2025-01-26T10:00:00.000Z,Bronson Walker,"
        <p>Heard about this the other day and wanted to learn more about the economics of it. </p>
      ",No,1276,53,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,How Warp Drives Could Work | <3 #52 GEMINI,https://share.transistor.fm/s/5c86bc65,"Mon, 20 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>We start with how Star Trek does it and then go from there. </p>
      ",We start with how Star Trek does it and then go from there.,https://media.transistor.fm/5c86bc65/5342ba21.mp3,32861136,audio/mpeg,"
        <p>We start with how Star Trek does it and then go from there. </p>
      ",We start with how Star Trek does it and then go from there.,ea0c68e7-3f3e-45b5-87cc-96dc74d3c430,2025-01-20T11:00:00.000Z,Bronson Walker,"
        <p>We start with how Star Trek does it and then go from there. </p>
      ",No,2049,52,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,We Built a Cult | <3 #51 CHATGPT,https://share.transistor.fm/s/97fbdce3,"Mon, 20 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>Learned about ""death cults"", a term Chat did not have an easy time with, and created our own. </p><p>It clips off about 1 min early (luckily not more) because it was a fun conversation.</p>
      ","Learned about ""death cults"", a term Chat did not have an easy time with, and created our own. 
It clips off about 1 min early (luckily not more) because it was a fun conversation.",https://media.transistor.fm/97fbdce3/9b53ade9.mp3,53800045,audio/mpeg,"
        <p>Learned about ""death cults"", a term Chat did not have an easy time with, and created our own. </p><p>It clips off about 1 min early (luckily not more) because it was a fun conversation.</p>
      ","Learned about ""death cults"", a term Chat did not have an easy time with, and created our own. 
It clips off about 1 min early (luckily not more) because it was a fun conversation.",bcb54076-b1aa-4235-92ce-66e518120616,2025-01-20T10:00:00.000Z,Bronson Walker,"
        <p>Learned about ""death cults"", a term Chat did not have an easy time with, and created our own. </p><p>It clips off about 1 min early (luckily not more) because it was a fun conversation.</p>
      ",No,3358,51,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,How CRISPR Works | <3 #50 CHATGPT,https://share.transistor.fm/s/f17aaa04,"Sat, 18 Jan 2025 20:00:00 -0500",Bronson Walker,"
        <p>Ribosomes, RNA, Enzymes, all that sheit. </p>
      ","Ribosomes, RNA, Enzymes, all that sheit.",https://media.transistor.fm/f17aaa04/687b8599.mp3,22249979,audio/mpeg,"
        <p>Ribosomes, RNA, Enzymes, all that sheit. </p>
      ","Ribosomes, RNA, Enzymes, all that sheit.",5c12ec10-0cd4-483c-b7f1-3b9e1e579d4e,2025-01-19T01:00:00.000Z,Bronson Walker,"
        <p>Ribosomes, RNA, Enzymes, all that sheit. </p>
      ",No,1386,50,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Gravitics 101 | <3 #49 CHATGPT,https://share.transistor.fm/s/d85a9327,"Fri, 17 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>We explore 3 theories of gravity manipulation and go on multiple tangents along the way</p>
      ",We explore 3 theories of gravity manipulation and go on multiple tangents along the way,https://media.transistor.fm/d85a9327/ee6364b8.mp3,25738263,audio/mpeg,"
        <p>We explore 3 theories of gravity manipulation and go on multiple tangents along the way</p>
      ",We explore 3 theories of gravity manipulation and go on multiple tangents along the way,7d4ad2e1-2ba9-48fc-b0fe-73e903b26a69,2025-01-17T10:00:00.000Z,Bronson Walker,"
        <p>We explore 3 theories of gravity manipulation and go on multiple tangents along the way</p>
      ",No,1604,49,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,The Metric System & Us | <3 #48 CHATGPT,https://share.transistor.fm/s/c8f26305,"Thu, 16 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>dive into why tf the US hasn't gone metric</p>
      ",dive into why tf the US hasn't gone metric,https://media.transistor.fm/c8f26305/d41f9018.mp3,18014804,audio/mpeg,"
        <p>dive into why tf the US hasn't gone metric</p>
      ",dive into why tf the US hasn't gone metric,70f374d7-2ef9-4926-b15f-fd932ab81046,2025-01-16T10:00:00.000Z,Bronson Walker,"
        <p>dive into why tf the US hasn't gone metric</p>
      ",No,1121,48,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Walk Me Through Building a Basic Mind Palace | <3 #47 CHATGPT,https://share.transistor.fm/s/021aadef,"Wed, 15 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>A bit of a redemption story for GPT on this one. </p>
      ",A bit of a redemption story for GPT on this one.,https://media.transistor.fm/021aadef/7394096f.mp3,34996508,audio/mpeg,"
        <p>A bit of a redemption story for GPT on this one. </p>
      ",A bit of a redemption story for GPT on this one.,eb865cde-d6d4-4fdb-910e-d21f34e99357,2025-01-15T11:00:00.000Z,Bronson Walker,"
        <p>A bit of a redemption story for GPT on this one. </p>
      ",No,2183,47,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Putting Scale Into Perspective | <3 #46 GEMINI,https://share.transistor.fm/s/6ec968a1,"Tue, 14 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>Creating multiple examples to help visualize huge numbers of things such as blades of grass on a football field. </p>
      ",Creating multiple examples to help visualize huge numbers of things such as blades of grass on a football field.,https://media.transistor.fm/6ec968a1/a5ceafe5.mp3,23022380,audio/mpeg,"
        <p>Creating multiple examples to help visualize huge numbers of things such as blades of grass on a football field. </p>
      ",Creating multiple examples to help visualize huge numbers of things such as blades of grass on a football field.,1b20ecb9-5805-43ed-8c61-978a290317fc,2025-01-14T11:00:00.000Z,Bronson Walker,"
        <p>Creating multiple examples to help visualize huge numbers of things such as blades of grass on a football field. </p>
      ",No,1434,46,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Can GPT Write Long Stories? | <3 #45 CHATGPT,https://share.transistor.fm/s/d05c6c7d,"Mon, 13 Jan 2025 06:00:00 -0500",Bronson Walker,"
        <p>GPT was not very cooperative today y'all :()</p>
      ",GPT was not very cooperative today y'all :(),https://media.transistor.fm/d05c6c7d/4477fb9a.mp3,21370186,audio/mpeg,"
        <p>GPT was not very cooperative today y'all :()</p>
      ",GPT was not very cooperative today y'all :(),a23ae505-8f5b-4d93-937a-e7ff9275d219,2025-01-13T11:00:00.000Z,Bronson Walker,"
        <p>GPT was not very cooperative today y'all :()</p>
      ",No,1331,45,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Writing Yo Mamma Jokes | <3 #44 CHATGPT,https://share.transistor.fm/s/ebccafa6,"Sun, 12 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>Working on humor. Surprisingly little pushback on what could be under the massive umbrella of ""offensive"" language.</p>
      ","Working on humor. Surprisingly little pushback on what could be under the massive umbrella of ""offensive"" language.",https://media.transistor.fm/ebccafa6/c9ac3668.mp3,20120065,audio/mpeg,"
        <p>Working on humor. Surprisingly little pushback on what could be under the massive umbrella of ""offensive"" language.</p>
      ","Working on humor. Surprisingly little pushback on what could be under the massive umbrella of ""offensive"" language.",f8e407d1-cf89-4746-9d2e-fb913aa63f1e,2025-01-12T10:00:00.000Z,Bronson Walker,"
        <p>Working on humor. Surprisingly little pushback on what could be under the massive umbrella of ""offensive"" language.</p>
      ",Yes,1253,44,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Will GPT Drop the F-Bomb? | <3 #43 CHATGPT,https://share.transistor.fm/s/a0084dea,"Sat, 11 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>No description needed... besides we actually learned a lot about the 16th century Middle Dutch animal husbandry business. </p>
      ",No description needed... besides we actually learned a lot about the 16th century Middle Dutch animal husbandry business.,https://media.transistor.fm/a0084dea/89119be3.mp3,37228809,audio/mpeg,"
        <p>No description needed... besides we actually learned a lot about the 16th century Middle Dutch animal husbandry business. </p>
      ",No description needed... besides we actually learned a lot about the 16th century Middle Dutch animal husbandry business.,c90511cf-9ea1-4f69-8ad9-7ef0dce36bd4,2025-01-11T10:00:00.000Z,Bronson Walker,"
        <p>No description needed... besides we actually learned a lot about the 16th century Middle Dutch animal husbandry business. </p>
      ",Yes,2322,43,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,The Marilyn Manson Rib Removal Rumors | <3 #42 CHATGPT,https://share.transistor.fm/s/80e6ce66,"Fri, 10 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>We go down this rabbit hole from 1998</p>
      ",We go down this rabbit hole from 1998,https://media.transistor.fm/80e6ce66/151e1394.mp3,30187463,audio/mpeg,"
        <p>We go down this rabbit hole from 1998</p>
      ",We go down this rabbit hole from 1998,0a8c373b-dc67-4005-bfaa-89e19ed44606,2025-01-10T10:00:00.000Z,Bronson Walker,"
        <p>We go down this rabbit hole from 1998</p>
      ",Yes,1882,42,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,WTF Are Baby Carrots (feat. the Dutch Royal House of Orange) | <3 #41 CHATGPT,https://share.transistor.fm/s/0c168b29,"Tue, 07 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>We learn logistics of how baby carrots are made and land on some seriously surprising tidbits about carrots. </p>
      ",We learn logistics of how baby carrots are made and land on some seriously surprising tidbits about carrots.,https://media.transistor.fm/0c168b29/5d95007f.mp3,25473307,audio/mpeg,"
        <p>We learn logistics of how baby carrots are made and land on some seriously surprising tidbits about carrots. </p>
      ",We learn logistics of how baby carrots are made and land on some seriously surprising tidbits about carrots.,8de6c931-e8f0-481a-882f-8bf9a9b618b1,2025-01-07T10:00:00.000Z,Bronson Walker,"
        <p>We learn logistics of how baby carrots are made and land on some seriously surprising tidbits about carrots. </p>
      ",Yes,1587,41,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"AI Talking to Dogs, Brain Organoids and a Dark Hallway | <3 #40 GEMINI",https://share.transistor.fm/s/3fde82f1,"Mon, 06 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>Kinda all over the place on this one </p>
      ",Kinda all over the place on this one,https://media.transistor.fm/3fde82f1/fe2cd631.mp3,38635270,audio/mpeg,"
        <p>Kinda all over the place on this one </p>
      ",Kinda all over the place on this one,dfee3fc2-b5ef-4aec-b42f-cd5b45ae6f2e,2025-01-06T10:00:00.000Z,Bronson Walker,"
        <p>Kinda all over the place on this one </p>
      ",No,2410,40,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,What Video Games Do To Your Brain | <3 #39 GEMINI,https://share.transistor.fm/s/bff97d64,"Thu, 02 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>To really understand the answer we go deep into the rabbit hole about how the brain physically works. </p>
      ",To really understand the answer we go deep into the rabbit hole about how the brain physically works.,https://media.transistor.fm/bff97d64/a8fc89ee.mp3,35943591,audio/mpeg,"
        <p>To really understand the answer we go deep into the rabbit hole about how the brain physically works. </p>
      ",To really understand the answer we go deep into the rabbit hole about how the brain physically works.,f279a076-5059-496d-b185-a20cb5ebcd9a,2025-01-02T10:00:00.000Z,Bronson Walker,"
        <p>To really understand the answer we go deep into the rabbit hole about how the brain physically works. </p>
      ",No,2242,39,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"News, It's What's for Dinner | <3 #38 GEMINI",https://share.transistor.fm/s/2dbcf79c,"Wed, 01 Jan 2025 18:00:00 -0500",Bronson Walker,"
        <p>What started out as a recap of 2024 turned into us starting our own digital news column, Gemini News. </p>
      ","What started out as a recap of 2024 turned into us starting our own digital news column, Gemini News.",https://media.transistor.fm/2dbcf79c/9b4a7f6f.mp3,26925699,audio/mpeg,"
        <p>What started out as a recap of 2024 turned into us starting our own digital news column, Gemini News. </p>
      ","What started out as a recap of 2024 turned into us starting our own digital news column, Gemini News.",b0ad72ba-7416-43c4-96eb-67e5659e3d42,2025-01-01T23:00:00.000Z,Bronson Walker,"
        <p>What started out as a recap of 2024 turned into us starting our own digital news column, Gemini News. </p>
      ",No,1678,38,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,UAP's & Logistics of Underwater Basecamps | <3 #37 GEMINI,https://share.transistor.fm/s/6491e1ee,"Wed, 01 Jan 2025 05:00:00 -0500",Bronson Walker,"
        <p>Session inspired by the recent UAP sightings in NJ</p>
      ",Session inspired by the recent UAP sightings in NJ,https://media.transistor.fm/6491e1ee/6e344b77.mp3,21697445,audio/mpeg,"
        <p>Session inspired by the recent UAP sightings in NJ</p>
      ",Session inspired by the recent UAP sightings in NJ,ede8a0a0-9505-42e2-8081-f6a077e3e4e8,2025-01-01T10:00:00.000Z,Bronson Walker,"
        <p>Session inspired by the recent UAP sightings in NJ</p>
      ",No,1351,37,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Surprisingly Interesting Results with Counting Drills | <3 #36 GEMINI,https://share.transistor.fm/s/dc5e935c,"Thu, 26 Dec 2024 19:00:00 -0500",Bronson Walker,"
        <p>Testing Gemini's counting aloud capabilities. </p>
      ",Testing Gemini's counting aloud capabilities.,https://media.transistor.fm/dc5e935c/23df7e8d.mp3,42519781,audio/mpeg,"
        <p>Testing Gemini's counting aloud capabilities. </p>
      ",Testing Gemini's counting aloud capabilities.,8781ffa6-664f-4723-be32-a863a7b09eca,2024-12-27T00:00:00.000Z,Bronson Walker,"
        <p>Testing Gemini's counting aloud capabilities. </p>
      ",No,2653,36,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Forbidden Words & Gemini's Prosody Model | <3 #35 GEMINI,https://share.transistor.fm/s/210178f8,"Thu, 26 Dec 2024 17:00:00 -0500",Bronson Walker,"
        <p>Gemini got a bit annoyed by my insistence on trying out swear word. Made a good case to switch topics. Dug deeper in what governs Gemini's speech tones &amp; more.</p>
      ",Gemini got a bit annoyed by my insistence on trying out swear word. Made a good case to switch topics. Dug deeper in what governs Gemini's speech tones & more.,https://media.transistor.fm/210178f8/d7e779fb.mp3,33990893,audio/mpeg,"
        <p>Gemini got a bit annoyed by my insistence on trying out swear word. Made a good case to switch topics. Dug deeper in what governs Gemini's speech tones &amp; more.</p>
      ",Gemini got a bit annoyed by my insistence on trying out swear word. Made a good case to switch topics. Dug deeper in what governs Gemini's speech tones & more.,b3423d18-dce2-4314-9a7d-ea34d1da9fb6,2024-12-26T22:00:00.000Z,Bronson Walker,"
        <p>Gemini got a bit annoyed by my insistence on trying out swear word. Made a good case to switch topics. Dug deeper in what governs Gemini's speech tones &amp; more.</p>
      ",Yes,2120,35,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,What is a Sunset Like on the Moon? | <3 #34 GEMINI,https://share.transistor.fm/s/8641d998,"Tue, 24 Dec 2024 05:00:00 -0500",Bronson Walker,"
        <p>We cover a bunch of good stuff like moonquakes, lunar sunsets and a crater the size of Texas</p>
      ","We cover a bunch of good stuff like moonquakes, lunar sunsets and a crater the size of Texas",https://media.transistor.fm/8641d998/ca7fe7bc.mp3,27412628,audio/mpeg,"
        <p>We cover a bunch of good stuff like moonquakes, lunar sunsets and a crater the size of Texas</p>
      ","We cover a bunch of good stuff like moonquakes, lunar sunsets and a crater the size of Texas",e6011a27-0d3c-48d2-b854-015835e4c867,2024-12-24T10:00:00.000Z,Bronson Walker,"
        <p>We cover a bunch of good stuff like moonquakes, lunar sunsets and a crater the size of Texas</p>
      ",No,1709,34,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"Lohri, Lunar Calendars and Why Xmas Was Banned | <3 #33 GEMINI",https://share.transistor.fm/s/ef6f8d10,"Sun, 22 Dec 2024 05:00:00 -0500",Bronson Walker,"
        <p>We cast a wide net at global celebrations happening this time of year and learn stuff like how Chinese New Year dates are determined, why Christmas was banned and how Southern hemisphere kids are off for summer vacation. </p>
      ","We cast a wide net at global celebrations happening this time of year and learn stuff like how Chinese New Year dates are determined, why Christmas was banned and how Southern hemisphere kids are off for summer vacation.",https://media.transistor.fm/ef6f8d10/27c930ba.mp3,32894174,audio/mpeg,"
        <p>We cast a wide net at global celebrations happening this time of year and learn stuff like how Chinese New Year dates are determined, why Christmas was banned and how Southern hemisphere kids are off for summer vacation. </p>
      ","We cast a wide net at global celebrations happening this time of year and learn stuff like how Chinese New Year dates are determined, why Christmas was banned and how Southern hemisphere kids are off for summer vacation.",868d9b13-62a9-4355-89d3-3ebb3cd6c2b7,2024-12-22T10:00:00.000Z,Bronson Walker,"
        <p>We cast a wide net at global celebrations happening this time of year and learn stuff like how Chinese New Year dates are determined, why Christmas was banned and how Southern hemisphere kids are off for summer vacation. </p>
      ",No,2051,33,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Can U Speak 5 Mins Straight? | <3 #32 GEMINI,https://share.transistor.fm/s/a95f7302,"Thu, 19 Dec 2024 05:00:00 -0500",Bronson Walker,"
        <p>We start off with a challenge and go on a few tangents along the way. </p>
      ",We start off with a challenge and go on a few tangents along the way.,https://media.transistor.fm/a95f7302/1ae9451e.mp3,32692282,audio/mpeg,"
        <p>We start off with a challenge and go on a few tangents along the way. </p>
      ",We start off with a challenge and go on a few tangents along the way.,2279e886-b2cb-4330-9dfd-7c6ba755eb56,2024-12-19T10:00:00.000Z,Bronson Walker,"
        <p>We start off with a challenge and go on a few tangents along the way. </p>
      ",No,2039,32,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Gold | <3 #31 GEMINI,https://share.transistor.fm/s/5ec7c436,"Wed, 18 Dec 2024 05:00:00 -0500",Bronson Walker,"
        <p>Today we dive deep into it's earliest uses, it's elemental properties and follow humankind's fascination with the rare metal up into modern times. </p>
      ","Today we dive deep into it's earliest uses, it's elemental properties and follow humankind's fascination with the rare metal up into modern times.",https://media.transistor.fm/5ec7c436/fb7a914b.mp3,39688059,audio/mpeg,"
        <p>Today we dive deep into it's earliest uses, it's elemental properties and follow humankind's fascination with the rare metal up into modern times. </p>
      ","Today we dive deep into it's earliest uses, it's elemental properties and follow humankind's fascination with the rare metal up into modern times.",88369b70-cdec-4aa3-9b57-105e81f04819,2024-12-18T10:00:00.000Z,Bronson Walker,"
        <p>Today we dive deep into it's earliest uses, it's elemental properties and follow humankind's fascination with the rare metal up into modern times. </p>
      ",No,2476,31,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"A Brand New Frog, Honey Possums & Australia's Rainforest | <3 #30 GEMINI",https://share.transistor.fm/s/3bb73462,"Mon, 16 Dec 2024 18:00:00 -0500",Bronson Walker,"
        <p>An initial prompt surrounding current events brings us to the Australian rainforest. </p>
      ",An initial prompt surrounding current events brings us to the Australian rainforest.,https://media.transistor.fm/3bb73462/adc57339.mp3,18390583,audio/mpeg,"
        <p>An initial prompt surrounding current events brings us to the Australian rainforest. </p>
      ",An initial prompt surrounding current events brings us to the Australian rainforest.,f18ade00-115c-43ea-b6bb-4a8229101ccc,2024-12-16T23:00:00.000Z,Bronson Walker,"
        <p>An initial prompt surrounding current events brings us to the Australian rainforest. </p>
      ",No,1145,30,"AI, chatgpt, gemini, meta, LLM, grok",full,
